uri,cid,text,created_at,reply_count,repost_count,like_count,indexed_at,author_handle,author_display_name,author_did,text_clean
at://did:plc:r52gp4thd7rjpxqrnahahaue/app.bsky.feed.post/3mcmv5ncklc25,bafyreidxsmtqfyn3lp4oi5unnx4huygbtqwstfwrkwhxcnkce2wok3wppq,se anapaula e cowboy se juntarem nas estratégias de jogo acabou pra todos os outros da casa. #bbb,2026-01-17 15:04:44.647000+00:00,0,0,3,2026-01-17T15:04:45.438Z,carinavd.bsky.social,Carina 💙📚,did:plc:r52gp4thd7rjpxqrnahahaue,anapaula cowboy juntarem estratégias acabou outros
at://did:plc:gjtr3gbdqjutpao2yer3sh5e/app.bsky.feed.post/3mcqj4lgtcc2b,bafyreihocylv3vikrgowdia5rtnkf6ymt26gogivjdrxxxqajxkmgxal3u,"anapaula é tão boa e consciente que nem tentou transformar sua própria história numa história tristíssima de superação porque ela sabe (sempre soube) que tem uma história de muitíssimo privilégio, e é isso. fazer o quê se nasceu rica? vai fingir que não? corretíssima em focar só no bbb.",2026-01-19 01:40:03.189000+00:00,1,1,6,2026-01-19T01:40:06.134Z,marcelahippe.bsky.social,Marcela Hippe,did:plc:gjtr3gbdqjutpao2yer3sh5e,anapaula tão boa consciente tentou transformar própria história história tristíssima superação porque soube história muitíssimo privilégio quê nasceu rica fingir corretíssima focar
at://did:plc:qhmqwop4lsxs47kggc335x3l/app.bsky.feed.post/3mct6n5jezc2e,bafyreihi323l2zo65wjcvsb6ickd3kfamqqw3fss7ap5afxrjwftexyiyu,"anapaula é o mohamed ali do #bbb

todo mundo ali alterna entre guarda e trocação, ela chega de braço solto, sapateia na frente do adversário, todo mundo tenta conectar porque acha que ela tá de guarda aberta e ela só desvia",2026-01-20 03:10:27.072000+00:00,0,0,10,2026-01-20T03:10:28.237Z,windblow.org,Steven Flow,did:plc:qhmqwop4lsxs47kggc335x3l,anapaula mohamed alterna guarda trocação chega braço solto sapateia frente adversário tenta conectar porque acha guarda aberta desvia
at://did:plc:seiuaotpedo2ejtmpj2a3adq/app.bsky.feed.post/3mcqek2y7sk2s,bafyreibaymr2b7nqbo4o7o4gvfaaciveudzm5zihwq2psbqt6o3or3iy5u,"anapaula é uma entidade necessária na casa, coloca ela aí dentro todo ano, só que não como participante, como funcionária do bbb
todo ano ela entra e participa, tá sempre no vip, não participa das provas nem das votações, ela é só uma entidade alí dentro pra caçar abusador",2026-01-19 00:18:06.987000+00:00,1,0,12,2026-01-19T00:18:07.535Z,lizazebot.bsky.social,Liz Azebot,did:plc:seiuaotpedo2ejtmpj2a3adq,anapaula entidade necessária coloca dentro funcionária entra participa vip participa provas votações entidade alí dentro caçar abusador
at://did:plc:7ygrt4odod4arqr7jqrqwtij/app.bsky.feed.post/3mcqla7iwa22j,bafyreifwmrk6nonswzuaos6sb2ys2ulpmzghyik676gu5lksdh4u33goaa,"numa coisa esse grupinho está certo: pra ganhar o bbb, eles vao ter que derrotar especificamente a anapaula  #bbb26",2026-01-19 02:17:52.376000+00:00,0,0,3,2026-01-19T02:17:53.537Z,olgu1ta.bsky.social,olgu1ta,did:plc:7ygrt4odod4arqr7jqrqwtij,grupinho certo vao derrotar especificamente anapaula
at://did:plc:fpo5edxnmo2ycw2qtdfdlv7s/app.bsky.feed.post/3mcixs2ttyk23,bafyreif2wyrzlkpn766kxpzxp4hxky5y7pl6k2sxzyehclmluir7xq3twa,esse mocreio achando q vai passar a perna na anapaula devia ter 10 anos no bbb dela,2026-01-16 01:41:18.466000+00:00,0,0,6,2026-01-16T01:41:18.835Z,augustolanches.bsky.social,🌭🍕🍟AUGUSTUS FOODERIA🍔🌮🥤,did:plc:fpo5edxnmo2ycw2qtdfdlv7s,mocreio achando passar perna anapaula devia 10 anos
at://did:plc:du4bbc2lsouth5kfcrqibhr4/app.bsky.feed.post/3mcubkca4pc2r,bafyreiguz4c3b6va4qcqk67g4hht3atrdlu7e424n33ft4vhbl6ltebsse,nan,2026-01-20 13:35:12.302000+00:00,0,1,4,2026-01-20T13:35:16.733Z,suxbernardo.bsky.social,Casca de ferida,did:plc:du4bbc2lsouth5kfcrqibhr4,nan
at://did:plc:lf7tsgwey4iqmbctdyu2mh2k/app.bsky.feed.post/3mcsg5ac3lc2b,bafyreifo34qtr6l37dsqbooy2726xnll2pzz6zg355qisc5wlgkhxdwnam,"agora vamos falar da anapaula renault? pois é,mulher branca, privilegiada precisa entrar num bbb pra falar dentro da globo que uma semana de quarto branco é tortura ""simmm"", que isso é explorar as desigualdades sociais ""na tampa"", fome não é entretenimento, que cotas raciais são reparação histórica",2026-01-19 19:52:03.306000+00:00,1,0,17,2026-01-19T19:52:03.532Z,biaerafa.bsky.social,Bianka Schiavini ,did:plc:lf7tsgwey4iqmbctdyu2mh2k,anapaula renault pois mulher branca privilegiada precisa dentro quarto branco tortura simmm explorar desigualdades sociais tampa fome entretenimento cotas raciais reparação histórica
at://did:plc:jqs453ktxco5ho5z46wardhp/app.bsky.feed.post/3mcbi27cxfc24,bafyreif5ehiuvttfqlxbwyayp5txrmmtmv5nynlmkyrvsnwxplkgf4v6uu,🚨 anapaula renault (bbb 16) é anunciada como veterana no #bbb26.,2026-01-13 02:10:53.528000+00:00,1,4,78,2026-01-13T02:11:23.134Z,tracklist.com.br,Tracklist,did:plc:jqs453ktxco5ho5z46wardhp,anapaula renault 16 anunciada veterana
at://did:plc:wx7vbeyhzjh3q546ajdxjolw/app.bsky.feed.post/3mcmfwqgqz225,bafyreid5dzt4w7wrtuqns3gccdssd3p2cxt6svxr4ui35pra6t2fsjrtoe,"bbb 26: ""cristão"", pedro acusa anapaula de macumba contra ele e sister rebate",2026-01-17 10:32:26.923000+00:00,1,1,4,2026-01-17T10:32:31.333Z,dcmonline.bsky.social,Diário do Centro do Mundo,did:plc:wx7vbeyhzjh3q546ajdxjolw,26 cristão pedro acusa anapaula macumba contra rebate
at://did:plc:4f2oacookc2ft67g5opojva4/app.bsky.feed.post/3mclj7v75xs2u,bafyreih7gn2hib7zmlowrvd7st2tgsyu6j4gv4bbvuz6r7uqenjiycitzu,"o dourado acertou muito na escalação da anapaula renault para esse bbb. é cada fecho que ela dá no pedro micro pênis e no brigideiro.
amando!

#bbb26",2026-01-17 01:58:35.384000+00:00,1,2,13,2026-01-17T01:58:36.628Z,sidvirtu.bsky.social,Sidney Santos 🐻🏳️‍🌈✊🏾,did:plc:4f2oacookc2ft67g5opojva4,dourado acertou escalação anapaula renault cada fecho dá pedro micro pênis brigideiro amando
at://did:plc:6up3eklzxy3neblmiez4ncxa/app.bsky.feed.post/3mct3jgsnvs2j,bafyreieue2zsddfjkyz3xmjci72rypee35gpt44jjq4a3hdzamyyndndua,"a anapaula botando a milena em segundo ela se ajuda e ajuda a milena, direcionando todos para votar em aline ex riscado, a nossa namastreta.

#bbb #bbb26",2026-01-20 02:14:41.370000+00:00,0,0,2,2026-01-20T02:14:42.232Z,ducellos.bsky.social,Du.Cellos,did:plc:6up3eklzxy3neblmiez4ncxa,anapaula botando milena segundo ajuda ajuda milena direcionando aline ex riscado namastreta
at://did:plc:qrg7fgmwipo7376aajhnfvpa/app.bsky.feed.post/3mcld2wtexs27,bafyreih2lqtuclyjityrsreijxoqukit2nfu2ohicgmmeyitx6uwd4znhq,"anapaula sobre pedro: “além de querer me f*der com política, ele quer me f*der com religião porque sabe que as pessoas são preconceituosas com isso. ele quer me fazer escorregar de qualquer jeito.” #bbb26 #bbb",2026-01-17 00:08:26.882000+00:00,0,2,6,2026-01-17T00:08:26.637Z,leoavalon.bsky.social,Léo Tavares,did:plc:qrg7fgmwipo7376aajhnfvpa,anapaula pedro além querer f der política f der religião porque pessoas preconceituosas escorregar qualquer
at://did:plc:rdkm7tyahhszzlrekmrlpgv5/app.bsky.feed.post/3mcibirgpc22h,bafyreics3xw27holgo3yngfxzetdzb3x4d22qjn5wzsvjk2xaz3zxkw5fm,eu amo a anapaula pq ela odeia o sonso do pedro tanto quanto eu hahahahaha #bbb26 #bbb,2026-01-15 19:02:24.289000+00:00,0,0,5,2026-01-15T19:02:25.032Z,siaht.bsky.social,Labubu da Shopee,did:plc:rdkm7tyahhszzlrekmrlpgv5,amo anapaula odeia sonso pedro tanto quanto hahahahaha
at://did:plc:2ruar6rgum65burg5jwthixl/app.bsky.feed.post/3mckvwoami52y,bafyreift55i44lbnejesanaghunllzqdz6qmed3fhpjodiwll2vqcolmga,"bbb 26: anapaula renault diz que aline é ""autocentrista""",2026-01-16 20:13:24.878000+00:00,0,0,2,2026-01-16T20:13:26.229Z,cnn-brasil.bsky.social,CNN Brasil,did:plc:2ruar6rgum65burg5jwthixl,26 anapaula renault diz aline autocentrista
at://did:plc:6ul7iuo62rvnvh2lnls2oa3a/app.bsky.feed.post/3mcplxuv2as2e,bafyreigdkub7vkzt6b52kdhsscncducnok7rq2ez24gre4aniabfgmpmpe,eu não sei pq achei isso aqui tão engraçado,2026-01-18 16:58:26.786000+00:00,0,2,14,2026-01-18T16:58:29.935Z,naktern.bsky.social,amira,did:plc:6ul7iuo62rvnvh2lnls2oa3a,sei achei tão engraçado
at://did:plc:npz4grap4wsno6zupmfplmrm/app.bsky.feed.post/3mcktun4qik2w,bafyreicsqlp2krxahdd5iqi72zx7ycfosn36dl3ek5dpklsgbsbqaeth7m,gente como pode a anapaula se meter de brigar com outro suposto pedofilo no bbb kkkkk a musa tem faro pra malandro,2026-01-16 19:36:29.250000+00:00,0,0,4,2026-01-16T19:36:29.530Z,brnss.bsky.social,,did:plc:npz4grap4wsno6zupmfplmrm,anapaula meter brigar outro suposto pedofilo musa faro malandro
at://did:plc:fth6iyscn5icq2trfb4kzitg/app.bsky.feed.post/3mcmss63puk2k,bafyreiacdrgyygvdu765dzrf2kg7e57onxsuhpoxcnlt3p2ggv6njaghze,acabei de ver a treta com a anapaula. tomara que o pedro receba um processinho por intolerância religiosa #bbb,2026-01-17 14:22:32.115000+00:00,0,0,3,2026-01-17T14:22:32.729Z,isabara.bsky.social,isabella,did:plc:fth6iyscn5icq2trfb4kzitg,acabei treta anapaula tomara pedro receba processinho intolerância religiosa
at://did:plc:dk644jtqur3mvxphdwuawi25/app.bsky.feed.post/3mcgsckrnav2f,bafyreicnuuyakaeyq5bhe33mnuyo7gplulqzhmzizpybcjc6dt7j2idige,josé diogo cotrim: anapaula renault teve que dar aula sobre cota racial para duas mulheres pretas no bbb,2026-01-15 04:57:50.115000+00:00,0,3,17,2026-01-15T04:57:52.136Z,marcianobrito.bsky.social,Marciano Brito,did:plc:dk644jtqur3mvxphdwuawi25,josé diogo cotrim anapaula renault aula cota racial duas mulheres pretas
at://did:plc:2bpuvzaecstiioj4s2hunomd/app.bsky.feed.post/3mcbkrkmccc2c,bafyreicdk3xfy5dpnx3ppy67nzaof55idegv3v2aqaqdh4h5wgj35ych3q,imagina a fiat patrocinando uma prova do bbb e censurando o nome da anapaula renault pra não citar a concorrência,2026-01-13 02:59:44.630000+00:00,2,5,93,2026-01-13T02:59:45.229Z,carolborgesart.bsky.social,Carol Borges 𐚁,did:plc:2bpuvzaecstiioj4s2hunomd,imagina fiat patrocinando censurando nome anapaula renault citar concorrência
at://did:plc:b4fjokden33m6ngbaoa4r3dw/app.bsky.feed.post/3mcbhxmoyx22h,bafyreihp54vejx6nppktpaekojewzjtyutlrsf65c7lytiz7hyd5xr2tq4,caralho a anapaula renault conseguiu ser ex-bbb ex- a fazenda e agora ex-ex-bbb pra ser em breve ex-ex-ex-bbb,2026-01-13 02:09:26.917000+00:00,1,21,64,2026-01-13T02:09:28.335Z,sodaindie.bsky.social,malu father™,did:plc:b4fjokden33m6ngbaoa4r3dw,caralho anapaula renault conseguiu fazenda breve
at://did:plc:afzqj2675hupbfpzotiahls3/app.bsky.feed.post/3mcdyowfcrk2n,bafyreic5iovemxma7fj4h4rrzf27snzjhrxrtv5tskpnpjerx7ntsydvmy,"anapaula automóvel, por favor vire inimiga do legendário frigidus

#bbb",2026-01-14 02:14:08.183000+00:00,0,0,9,2026-01-14T02:14:08.037Z,ferques.bsky.social,Space Runaway Fer,did:plc:afzqj2675hupbfpzotiahls3,anapaula automóvel favor vire inimiga legendário frigidus
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mcuan337522x,bafyreigvuw26xbb2jts6pqq4p22r7c4walehlvmvadfqie7j7vrlptnc5a,"já está a aline falando da anapaula 
ela ssó faz isso
#bbb26 #bbb #redebbb ",2026-01-20 13:18:51+00:00,0,0,2,2026-01-20T13:18:52.032Z,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,aline falando anapaula ssó faz
at://did:plc:r52gp4thd7rjpxqrnahahaue/app.bsky.feed.post/3mcszb3gctc2p,bafyreibl7ex7j6butqge4yukfiju2htzcx66c5moz7eqzzgp7vpz2dx6da,"a ex riscado inventando que a anapaula colocou alvo nela não faz o menor sentido. 

anapaula nem lembra q vc ta casa, amiga. 
supera.

#bbb",2026-01-20 01:34:13.514000+00:00,0,0,1,2026-01-20T01:34:13.934Z,carinavd.bsky.social,Carina 💙📚,did:plc:r52gp4thd7rjpxqrnahahaue,ex riscado inventando anapaula colocou alvo nela faz menor sentido anapaula lembra amiga supera
at://did:plc:56fuhztbhsqeq4eol4lhneth/app.bsky.feed.post/3mck7qomvpk2b,bafyreiekptz3gqz267ekz25iukhgvzf53dxbkp4qynuwtjy6tbwzw6r5ru,está me fazendo muito mal o bbb (só penso em anapaula renault),2026-01-16 13:36:21.775000+00:00,1,0,4,2026-01-16T13:36:22.331Z,grossomondo.bsky.social,thais,did:plc:56fuhztbhsqeq4eol4lhneth,fazendo mal penso anapaula renault
at://did:plc:jjplgukaj2mpvphcpmqoo4hb/app.bsky.feed.post/3mclilsg6ws2b,bafyreihlfmat2brjm2opw2cnwloihhxz363ic67yzqw3u5lvqfxdcof7qa,"eu não aguento o quanto que o burro do pedro toma sacode da anapaula em toda conversa que ele tenta sacanear ela, fraco demais, fica parecendo uma criança se embolando nas mentiras (#bbb pro filtro dos mutuals)",2026-01-17 01:47:21.391000+00:00,1,0,6,2026-01-17T01:47:22.133Z,alumbrar.bsky.social,fancam do Maduro dançando,did:plc:jjplgukaj2mpvphcpmqoo4hb,aguento quanto burro pedro toma sacode anapaula conversa tenta sacanear fraco demais fica parecendo criança embolando mentiras filtro mutuals
at://did:plc:nxerh2cxiaqk5berhiruxcrs/app.bsky.feed.post/3mcllbugghc25,bafyreifbqudrd7rk4uadiipcw7ylak6zagnqtykl6w2kc6fzn3tgkaoewy,oi anapaula vi vc quietinha vivendo sua vida no bbb o que você acha da pena de morte?,2026-01-17 02:35:29.178000+00:00,0,0,9,2026-01-17T02:35:29.731Z,priscilajolie.bsky.social,Pri Jolie,did:plc:nxerh2cxiaqk5berhiruxcrs,oi anapaula vi quietinha vivendo vida acha pena morte
at://did:plc:ewy7z2qdx5veyxk3z2rwfuzv/app.bsky.feed.post/3mcixurzaqc2d,bafyreib2gtiaq27r23wxa6dsri46uwadfpgrhl2zq6efx3ytsreqohiuzu,"e pensar que se o boninho ainda tivesse no bbb nunca mais teríamos a anapaula no programa, ele teria voltado uma alane da vida #bbb26",2026-01-16 01:42:49.870000+00:00,1,0,7,2026-01-16T01:42:49.932Z,rapidoricardo.svd.cc,Rich,did:plc:ewy7z2qdx5veyxk3z2rwfuzv,pensar anapaula voltado alane vida
at://did:plc:axf75nucbxinzc5yl5jks3xg/app.bsky.feed.post/3mcnq6tgkes2w,bafyreiaaouzsnmnpfe6gq4t4kukio5jbpixi6ceu4fpvndwhao6kvuxruq,"eu não sei se vocês sabem, mas eu formei na faculdade com a anapaula do bbb!

pegava carona com ela até o centro depois da aula, inclusive.",2026-01-17 23:08:35.642000+00:00,1,0,4,2026-01-17T23:08:36.233Z,cangrejo.bsky.social,visualizado e não respondido no teams,did:plc:axf75nucbxinzc5yl5jks3xg,sei sabem formei faculdade anapaula pegava carona centro aula inclusive
at://did:plc:ympzlkria6ks5dtnbiipkqex/app.bsky.feed.post/3mcljp54mtc2i,bafyreig547tduv7ityiicw6i7wyuv2xsyo2wqdhfan6z3ca2rl7lgpet7e,o arrombado sorrindo quando a anapaula falolu q tava estressada     conseguiu o q queria q e desestabilizar ela #bbb,2026-01-17 02:07:07.017000+00:00,1,0,5,2026-01-17T02:07:07.729Z,wheinkyy.bsky.social,whein,did:plc:ympzlkria6ks5dtnbiipkqex,arrombado sorrindo anapaula falolu estressada conseguiu desestabilizar
at://did:plc:qdic5wzhk3j7gvzsod7j5cvr/app.bsky.feed.post/3mcuip4vhtk2w,bafyreihytr2s2nf52sxyuw2pmcv7r6djolzf6lw5x4ffv5hanq4ymb3cmy,essa aline do bbb eh chata p caralho paga de evoluída e tá resgatando coisa de 10 anos atrás achando que tá fazendo um grande mousse 10 anos já minha filha vai viver ngm liga que a anapaula falou da sua roupa,2026-01-20 15:43:10.686000+00:00,1,0,2,2026-01-20T15:43:12.428Z,ripyourth.bsky.social,lu ⊬ ⚢,did:plc:qdic5wzhk3j7gvzsod7j5cvr,aline eh chata p caralho paga evoluída resgatando 10 anos atrás achando fazendo grande mousse 10 anos filha viver ngm liga anapaula roupa
at://did:plc:fyostee3s6wh7xnfeegu64oa/app.bsky.feed.post/3mcuhknvb6s2q,bafyreih7gwgcdypyvsg4gsvin3o5hkjaq4c2zsds6j3i6ck7j2pefgwiwa,vamos aos fatos: essa edição do bbb só foi feita pra dar a vitória pra anapaula 🤷🏽,2026-01-20 15:22:46.992000+00:00,0,0,2,2026-01-20T15:22:47.436Z,gvstt.bsky.social,who’s Madeline,did:plc:fyostee3s6wh7xnfeegu64oa,fatos feita vitória anapaula
at://did:plc:qhmqwop4lsxs47kggc335x3l/app.bsky.feed.post/3mcixrmzpkk2x,bafyreigklnqmxchnwmmija5xxfvvh3cvvk64vydvypjma5sbqb3nsbb5sm,"o maluco mais verde da história do programa tentando dar volta em anapaula fucking renault, make burrice vergonhosa again #bbb",2026-01-16 01:41:03.978000+00:00,0,0,6,2026-01-16T01:41:06.536Z,windblow.org,Steven Flow,did:plc:qhmqwop4lsxs47kggc335x3l,maluco verde história tentando volta anapaula fucking renault make burrice vergonhosa again
at://did:plc:qkak7k77cc2hu7624gj4cjds/app.bsky.feed.post/3mclbm2ejf22j,bafyreihrbxrqdcsr4ymbi3lgvzpw2bxpbn6msratyjs5xax6kegvgsdeie,"anapaula renault a primeira bbb q sigo no insta, extremamente carismatica, querida e correta nos seus posicionamentos, as outras? sonham",2026-01-16 23:42:13.530000+00:00,1,0,2,2026-01-16T23:42:18.635Z,empalnadinho.bsky.social,Cuzinho empalnadinho,did:plc:qkak7k77cc2hu7624gj4cjds,anapaula renault primeira sigo insta extremamente carismatica querida correta posicionamentos outras sonham
at://did:plc:q5677of5kqtr6jxfpbhx2yzu/app.bsky.feed.post/3mcqlqnvrf22a,bafyreibxnkatbndon2eegmcmmubk72sn4tubov5r5l4v5y4aa2kaxzt7d4,anapaula renault tem que ganhar esse bbb e eu mantenho minha palavra até o final,2026-01-19 02:27:04.348000+00:00,0,0,2,2026-01-19T02:27:05.936Z,acdfox.bsky.social,triz,did:plc:q5677of5kqtr6jxfpbhx2yzu,anapaula renault mantenho palavra final
at://did:plc:rr67sm2fnnz7yr2w33vjsz3r/app.bsky.feed.post/3mcqft6liks2p,bafyreic7kd73a64njbrqqhxypsj2rokeqru6hcap22hh2imfvwno3awcta,"anapaula, a nossa olivia benson farejando pedófilo e assediador e depois botando pra correr. #bbb",2026-01-19 00:41:06.495000+00:00,0,0,1,2026-01-19T00:41:07.331Z,altmelissa.bsky.social,Peste Labubônica,did:plc:rr67sm2fnnz7yr2w33vjsz3r,anapaula olivia benson farejando pedófilo assediador botando correr
at://did:plc:rovs7k35giv42zqnwan5gup7/app.bsky.feed.post/3mcdyo57ll22x,bafyreieehd4qprekn4ovavyobjgkxjwt4anzk545dcat5uzektpvygncz4,"o legendário eliminou a anapaula renault. ela já sabe do passado dele???

#alereality #bbb26 #bbb",2026-01-14 02:13:41.780000+00:00,0,1,11,2026-01-14T02:13:43.335Z,alexandrefelipe.bsky.social,☆ Alê Reality ☆,did:plc:rovs7k35giv42zqnwan5gup7,legendário eliminou anapaula renault passado alereality
at://did:plc:qhmqwop4lsxs47kggc335x3l/app.bsky.feed.post/3mce6fzxuqc2h,bafyreicnh57celcw2vprkfraaqjoqr67j3ngzabh3g5ocu4tuumgybmlim,anapaula segue firme na estratégia de inserir flertes aleatórios com os adversários pra desestabilizá-los. jogadora demais. #bbb,2026-01-14 03:56:32.397000+00:00,0,2,18,2026-01-14T03:56:33.429Z,windblow.org,Steven Flow,did:plc:qhmqwop4lsxs47kggc335x3l,anapaula segue firme estratégia inserir flertes aleatórios adversários jogadora demais
at://did:plc:mb2ldno2nstjoiownm2xsb5e/app.bsky.feed.post/3mcqs2nk5zs2p,bafyreihmyejjwhllgwcpndhnze6nvo6udepwzbb4gz6p6wnamvhjtkhhs4,"🚨 paredão bbb: aline campos, anapaula e milena estão no paredão do #bbb26. quem deve sair?",2026-01-19 04:20:01.939000+00:00,0,0,0,2026-01-19T04:20:07.728Z,humorquecola.bsky.social,Humor Que Cola,did:plc:mb2ldno2nstjoiownm2xsb5e,aline campos anapaula milena deve
at://did:plc:77m7szcps5ahfhlj275enasd/app.bsky.feed.post/3mcsym6bjts2x,bafyreihmgvt2yftfykem2oarvrgsmiawryhw6hmxhnekt3zgvj5ve4u34a,ê bolsominion de merda #bbb26,2026-01-20 01:22:31.850000+00:00,1,0,4,2026-01-20T01:22:34.330Z,mulherbeliche.bsky.social,Vivian,did:plc:77m7szcps5ahfhlj275enasd,ê bolsominion merda
at://did:plc:rdkm7tyahhszzlrekmrlpgv5/app.bsky.feed.post/3mcibwej6t22h,bafyreibh37qdzdjum2zyd3i2zhjgwpn2k5fdjrsh6xjcjyyospmsybl3za,"tia milena crescendo no meu coração, foi criada por crente? foi. é confusa? é. mas tá lá aprendendo com a anapaula e o babu. #bbb26 #bbb",2026-01-15 19:10:00.501000+00:00,0,0,7,2026-01-15T19:10:00.737Z,siaht.bsky.social,Labubu da Shopee,did:plc:rdkm7tyahhszzlrekmrlpgv5,tia milena crescendo coração criada crente confusa aprendendo anapaula babu
at://did:plc:qhmqwop4lsxs47kggc335x3l/app.bsky.feed.post/3mcqmmgg2fc2h,bafyreifiyrpbul7othmlsgikngwap32umpudodchmxirjoeolbfbrzcacu,"babu: ""não tô sabendo jogar sendo amado"" #bbb 🥹🤏",2026-01-19 02:42:36.017000+00:00,0,14,101,2026-01-19T02:42:36.835Z,windblow.org,Steven Flow,did:plc:qhmqwop4lsxs47kggc335x3l,babu sabendo sendo amado
at://did:plc:t6mo3gdxr4263p3bsvn7ktym/app.bsky.feed.post/3mcscivknhc26,bafyreiaew2egnkhbjzxrgz26wddl5hb5ikk4t7t5b25btkcbmgcdefpbda,primeiro eliminado do lababu,2026-01-19 18:46:59.724000+00:00,0,0,30,2026-01-19T18:47:04.232Z,oigenbu.bsky.social,Genbu 🍉,did:plc:t6mo3gdxr4263p3bsvn7ktym,primeiro eliminado lababu
at://did:plc:tzpaafgby3335xvvnwm7ekei/app.bsky.feed.post/3mcqpdvj5rs22,bafyreia72dqeil5jue36vscap4djro7ithutnthl6eil3nlupr3pxpdcn4,sua mãe odeia este homem?,2026-01-19 03:31:31.081000+00:00,1,0,27,2026-01-19T03:31:32.134Z,raposatriste.bsky.social,equipe ana castela roblox,did:plc:tzpaafgby3335xvvnwm7ekei,mãe odeia homem
at://did:plc:u6limtouih2cs5rbrf2nmtkf/app.bsky.feed.post/3mcqs4yjp6s2v,bafyreib6idp6jg2rkzuluv6jpepsptbgvgnvvf2beiujbkk4np4tkhovva,"caralho o cowboy virou “eu nunca vi o cara mais prestativo ganhar bbb você já viu babu? senão você tinha ganhado” 

ihaaaaaaaaaa",2026-01-19 04:21:20.590000+00:00,2,0,42,2026-01-19T04:21:21.532Z,freeblowjob.deichator.ar,Clarice Xerector,did:plc:u6limtouih2cs5rbrf2nmtkf,caralho cowboy virou vi cara prestativo viu babu senão ganhado ihaaaaaaaaaa
at://did:plc:2whzeyp6psmziq7jl2fohp5d/app.bsky.feed.post/3mcoeonx4pk2c,bafyreibzu4wvjpfqe3i5rt6pm4bjfckg35taicxw4vcaukpfy3774k7khi,"o babu já tá olhando pro pedro com a mesmíssima expressão que olhava pro daniel no bbb 20, hahaha. como aquela edição foi boa, minha nossa. e essa tá caminhando pra ser tb. #bbb26",2026-01-18 05:15:21.614000+00:00,0,3,26,2026-01-18T05:15:22.729Z,danielvaz.bsky.social,Daniel Vaz,did:plc:2whzeyp6psmziq7jl2fohp5d,babu olhando pedro mesmíssima expressão olhava daniel 20 boa caminhando
at://did:plc:is34cckbge5hd54rz3qqsbj3/app.bsky.feed.post/3mcthlze3fs25,bafyreifan2wymnq45infrgdbhlu3q2oyy5fb3hai73cx33a27wesbldz5i,"acho tãããão interessante ver como essa participação do babu difere do bbb 20. tem tantas pessoas mais abertas a ele, e pessoas com mais afinidade. está sendo uma experiência completamente diferente. #bbb26",2026-01-20 05:50:52.812000+00:00,0,1,16,2026-01-20T05:50:53.632Z,sirph.bsky.social,Sir PH,did:plc:is34cckbge5hd54rz3qqsbj3,acho tãããão interessante participação babu difere tantas pessoas abertas pessoas afinidade sendo experiência completamente diferente
at://did:plc:mvwiyh2vxrls6b4wgjbcmar4/app.bsky.feed.post/3mct4trdxpk2i,bafyreibx57xcit26zkkipkcd7sxmqy7ewlfqg2abop7i6uj3l744gpbin4,"nossa, o babu tá total no foda-se nesse bbb né, tá lá pelo cheque e se der pra ganhar deu",2026-01-20 02:38:21.703000+00:00,0,0,4,2026-01-20T02:38:23.330Z,mateuscarvalho.bsky.social,Mateus Carvalho,did:plc:mvwiyh2vxrls6b4wgjbcmar4,babu total cheque der deu
at://did:plc:nazx3gthagjhyo2va2donowc/app.bsky.feed.post/3mct4ui3b5k2q,bafyreif7udxsu6ktdafimfamkkvwujv3htzi6t6unfkym62i2q65jbqkqa,"o babu depois de chamar a sol iarnuou de burra ""espero não ter te ofendido"" 

#bbb",2026-01-20 02:38:45.542000+00:00,0,0,3,2026-01-20T02:38:46.932Z,danizzada.bsky.social,poupança muscular ✠,did:plc:nazx3gthagjhyo2va2donowc,babu chamar sol iarnuou burra espero ofendido
at://did:plc:jzzybaadrhwvhfut4yzmcrg3/app.bsky.feed.post/3mcsfp5wnks2x,bafyreigphrzbk66jd3brzucgoilybwh6ebfovipiggn7gya3i46nrrt7he,o que me choca no babu é que ele teve acesso a dinheiro depois dessa passagem pelo bbb e ainda assim consegue estar mais feio agora,2026-01-19 19:44:11.071000+00:00,1,0,5,2026-01-19T19:44:12.434Z,veashgente.bsky.social,veash,did:plc:jzzybaadrhwvhfut4yzmcrg3,choca babu acesso dinheiro dessa passagem assim consegue feio
at://did:plc:6opde6kue7clbgdhfqzbg4od/app.bsky.feed.post/3mckpdmzgoc2f,bafyreiaiiaddsg22c2d2tdzcvmiu5xurecjqxbs3dcqrwmpzpohnqlfque,"o babu felizinho, fazendo as compras, que nesse bbb ele vai comer
#bbb26",2026-01-16 18:15:23.749000+00:00,0,0,5,2026-01-16T18:15:24.337Z,rezoka.bsky.social,Renata ,did:plc:6opde6kue7clbgdhfqzbg4od,babu felizinho fazendo compras comer
at://did:plc:fi4thtdlksyc66ozqj4yamud/app.bsky.feed.post/3mcbhpmuj6c2r,bafyreigsfcrhwfeiym22uq3tgwkxbogpebjcfnnjpl7wefn55hlmqmwrde,"não vou assistir esse bbb 

babu entra na casa...",2026-01-13 02:04:58.661000+00:00,5,18,161,2026-01-13T02:05:01.135Z,caixadoremedios.art,Remedios,did:plc:fi4thtdlksyc66ozqj4yamud,vou babu entra
